title,author(s),average_rating,isbn13,language_code,num_pages,ratings_count,text_reviews_count,publication_date,publisher,genres
girlfriend in a coma,douglas coupland,3.62,9780060987329,eng,288,15798,612,3/1/1999,ReganBooks,['fiction']
corelli's mandolin,louis de bernières,3.98,9780679763970,eng,437,62954,1791,8/29/1995,Vintage,"['fiction', 'history', 'historical fiction', 'musicians']"
kiffe kiffe tomorrow,faïza guène/sarah    adams,3.4,9780156030489,eng,179,1084,131,7/3/2006,Mariner Books,['fiction']
our kind of people: inside america's black upper class,lawrence otis graham,3.72,9780060984380,en-US,406,1170,117,12/22/1999,Harper Perennial,"['history', 'nonfiction', 'sociology']"
the senator and the socialite: the true story of america's first black dynasty,lawrence otis graham,3.95,9780060184124,eng,480,138,29,6/27/2006,Harper,"['biography', 'family', 'nonfiction', 'united states']"
temptations,otis williams/patricia romanowski,4.19,9780815412182,eng,304,99,16,6/25/2002,Cooper Square Press,['biography']
the thorn birds,colleen mccullough,4.23,9780060837556,eng,673,533,66,9/6/2005,Avon Books,"['romance', 'historical']"
caesar (masters of rome  #5),colleen mccullough,4.37,9780060510855,eng,928,5991,120,1/28/2003,Avon,"['fiction', 'history']"
caesar's women (masters of rome  #4),colleen mccullough,4.25,9780380710843,eng,943,5423,157,2/1/1997,Avon,"['fiction', 'historical fiction', 'history']"
on  off (carmine delmonico  #1),colleen mccullough,3.52,9780743286428,eng,372,1182,175,5/23/2006,Simon & Schuster,"['fiction', 'police']"
three complete novels: tim/an indecent obsession/the ladies of missalonghi,colleen mccullough,3.67,9780517201664,en-US,768,39,7,2/14/1999,Wings,['fiction']
morgan's run,colleen mccullough,3.95,9780671024185,eng,848,3478,191,1/1/2002,Pocket Books,"['fiction', 'historical fiction', 'history']"
the october horse: a novel of caesar and cleopatra (masters of rome  #6),colleen mccullough,4.29,9780671024208,eng,1110,4291,119,10/28/2003,Pocket Books,"['fiction', 'historical fiction', 'history']"
the first man in rome (masters of rome  #1),colleen mccullough,4.11,9780688093686,eng,896,311,49,9/28/1990,William Morrow & Company (NYC),"['fiction', 'history']"
the grass crown (masters of rome  #2),colleen mccullough,4.3,9780380710829,eng,1104,9623,199,7/1/1992,Avon,"['fiction', 'history', 'historical fiction']"
tim,colleen mccullough,3.81,9780380711963,eng,288,153,17,11/1/1990,Avon,['fiction']
o'brien's the things they carried,jill colella/cliffsnotes,3.69,9780764586682,eng,128,24,2,12/14/2000,Cliffs Notes,"['literary criticism', 'nonfiction']"
the five people you meet in heaven,mitch albom,3.93,9781401308582,eng,196,520051,16562,9/23/2003,Hyperion,"['death', 'literature', 'fiction', 'drama']"
northern lights,tim o'brien,3.29,9780767904414,eng,372,981,69,9/1/1999,Broadway Books,"['fiction', 'fiction']"
if i die in a combat zone  box me up and ship me home,tim o'brien,3.95,9780767904438,eng,225,7763,362,9/1/1999,Broadway Books,[]
going after cacciato,tim o'brien,3.91,9780767904421,eng,351,10384,637,9/1/1999,Broadway/Crown Publishing Group,['fiction']
in the lake of the woods,tim o'brien,3.78,9780618709861,eng,303,14655,1211,9/1/2006,Mariner Books,['fiction']
the nuclear age,tim o'brien,3.45,9780140259100,eng,320,945,61,12/1/1996,Penguin Books,"['fiction', 'psychology']"
the rescue,nicholas sparks,4.11,9780446696128,eng,352,154933,3141,4/1/2005,Grand Central Publishing,['fiction']
a bend in the road,nicholas sparks,4.03,9780446696135,eng,341,125693,3229,4/1/2005,Grand Central Publishing,"['literature', 'fiction']"
true believer (jeremy marsh & lexie darnell  #1),nicholas sparks,3.8,9780446696517,eng,465,68228,2425,4/11/2006,Grand Central Publishing,['fiction']
three weeks with my brother,nicholas sparks/micah sparks,4.03,9780446694858,eng,368,36784,2658,1/3/2006,Grand Central Publishing,"['family', 'travel', 'biography']"
the wedding (the notebook  #2),nicholas sparks,3.99,9780446615860,eng,276,126629,5295,8/1/2005,Vision,"['fiction', 'marriage']"
el guardián,nicholas sparks/ramón gonzález férriz,4.15,9788496284531,spa,444,31,3,4/1/2005,Roca Editorial,['fiction']
nights in rodanthe,nicholas sparks,3.84,9780446691796,en-US,212,1596,157,8/1/2004,Warner Books,['fiction']
message in a bottle,nicholas sparks,3.96,9780446606813,en-GB,370,2755,218,2/1/1999,Grand Central Publishing,['fiction']
a walk to remember,nicholas sparks,4.17,9780446693806,eng,240,555995,10173,9/1/2004,Grand Central Publishing,['fiction']
icy sparks,gwyn hyman rubio,3.7,9780142000205,eng,320,37936,1192,3/8/2001,Penguin Books,[]
sugarplums and scandal  (love at stake #2.5; bed-and-breakfast mysteries #22.5),lori avocato/dana cameron/mary dahiem/suzanne macpherson/cait london/kerrelyn sparks/mary daheim,3.98,9780061136955,eng,327,1967,66,10/31/2006,Avon,"['fiction', 'romance']"
special topics in calamity physics,marisha pessl,3.71,9780670037773,eng,514,32370,4212,8/3/2006,Penguin Books Ltd,"['fiction', 'coming of age']"
the dictionary of corporate bullshit: an a to z lexicon of empty  enraging  and just plain stupid office talk,lois beckwith,4.03,9780767920742,eng,192,82,9,2/14/2006,Three Rivers Press,"['business', 'nonfiction']"
on truth,harry g. frankfurt/baruch spinoza,3.52,9780307264220,en-US,112,790,99,10/31/2006,Knopf,[]
twelve sharp (stephanie plum  #12),janet evanovich,4.15,9780312349486,eng,310,81381,1925,6/20/2006,St. Martin's Press,['fiction']
sharp edges,jayne ann krentz,3.86,9780671524098,eng,368,2792,73,7/27/2004,Pocket Star Books,['fiction']
mrs. sharp's traditions: reviving victorian family celebrations of comfort & joy,sarah ban breathnach,4.08,9780743210768,en-US,256,317,33,12/31/2001,Scribner Book Company,['folklore']
the sly spy (olivia sharp  agent for secrets #3),marjorie weinman sharmat/mitchell sharmat/denise brunkus,3.85,9780440420620,eng,74,51,7,6/14/2005,Yearling Books,"['fiction', 'mystery']"
the green toenails gang (olivia sharp  agent for secrets #4),marjorie weinman sharmat/mitchell sharmat/denise brunkus,3.77,9780440420637,eng,72,41,7,7/12/2005,Yearling Books,"['fiction', 'mystery']"
the pizza monster (olivia sharp  agent for secrets #1),marjorie weinman sharmat/mitchell sharmat/denise brunkus,3.54,9780440420590,eng,80,56,7,5/10/2005,Yearling,"['mystery', 'fiction']"
the spy who barked (adam sharp #1),george e. stanley,3.43,9780307264121,eng,48,26,5,4/9/2002,Random House Books for Young Readers,"['fiction', 'dogs']"
kare first love  vol. 9 (kare first love  #9),kaho miyasaka,4.06,9781421505473,eng,208,612,8,9/12/2006,VIZ Media LLC,['fiction']
kare first love  vol. 10 (kare first love  #10),kaho miyasaka,4.09,9781421505480,eng,208,715,18,12/12/2006,VIZ Media LLC,[]
the tutor's first love,george macdonald/michael r. phillips,4.08,9780871235961,eng,238,364,21,7/1/2000,Bethany House Publishers,['fiction']
first love,ivan turgenev/constance garnett,3.78,9780974607894,eng,124,5856,310,9/1/2004,Melville House Publishing,['fiction']
love @ first site,jane moore,3.41,9780767916912,en-US,368,910,74,5/9/2006,Broadway Books,['fiction']
first love  second chance,amanda clark,3.73,9780373706402,eng,304,13,2,2/22/1995,Harlequin Superromance,['fiction']
the modern prince: charles j. haughey and the quest for power,justin   o'brien,3.5,9781903582411,eng,212,4,0,4/28/2003,Merlin Publishing,['biography']
the modern prince and other writings,antonio gramsci,3.89,9780717801336,eng,192,118,9,10/1/1959,International Publishers,['political science']
emily of new moon (emily  #1),l.m. montgomery,4.1,9780553233704,eng,339,38411,1366,4/1/1983,Dell Laurel-Leaf,['fiction']
the selected journals of l.m. montgomery  vol. 5: 1935-1942,l.m. montgomery/mary henley rubio/elizabeth hillman waterston,4.24,9780195421163,eng,410,184,22,11/4/2004,Oxford University Press  USA,[]
against the odds: tales of achievement,l.m. montgomery/rea wilmshurst,3.83,9780553565928,en-US,246,928,27,11/1/1994,Bantam Starfire,[]
anne of avonlea,l.m. montgomery/susan o'malley,4.23,9780786180301,eng,8,63,8,12/1/1998,Blackstone Audiobooks,"['fiction', 'history', 'classic literature', 'teaching']"
a tangled web,l.m. montgomery,3.88,9780770422455,eng,288,3760,248,8/1/1989,Seal Books,['fiction']
pat of silver bush (pat  #1),l.m. montgomery,3.9,9780770422479,eng,288,6082,188,6/1/1988,Seal Books,['family']
sherlock holmes: the complete novels and stories  volume i,arthur conan doyle,4.47,9780553212419,eng,1059,24087,554,8/26/1986,Bantam Classics,"['classic literature', 'classics', 'crime', 'dogs', 'fiction', 'historical fiction', 'history', 'horse racing', 'literary fiction', 'police', 'short stories']"
the new annotated sherlock holmes: the complete short stories,arthur conan doyle/leslie s. klinger,4.64,9780393059168,eng,1878,1411,54,11/30/2004,W. W. Norton & Company,"['dogs', 'fiction', 'horse racing']"
the new annotated sherlock holmes: the novels,arthur conan doyle/leslie s. klinger,4.53,9780393058000,eng,907,2203,32,11/7/2005,W. W. Norton & Company,"['fiction', 'literary fiction', 'dogs']"
the science of sherlock holmes: from baskerville hall to the valley of fear  the real forensics behind the great detective's greatest cases,e.j. wagner,4.22,9780471648796,eng,244,2037,71,3/1/2006,Wiley,"['science', 'nonfiction', 'history']"
sherlock holmes: a baker street dozen,arthur conan doyle/john gielgud/ralph richardson/orson welles,3.96,9781598870299,eng,6,18,4,4/20/2006,HighBridge Company,[]
sherlock holmes: the unauthorized biography,nick rennison,4.26,9780871139474,eng,304,29,6,10/11/2006,Atlantic Monthly Press,"['fiction', 'biography']"
murder by moonlight & other mysteries (new adventures of sherlock holmes 19-24),not a book,4.0,9780743564670,eng,0,7,2,10/3/2006,Simon  Schuster Audio,[]
the mysteries of sherlock holmes,arthur conan doyle/paul bachem,4.18,9780448409573,eng,218,119,8,10/15/1996,Grosset & Dunlap,"['fiction', 'short stories']"
the complete adventures and memoirs of sherlock holmes,arthur conan doyle,4.33,9780517174968,eng,334,2184,87,7/1/2001,Gramercy Books,"['fiction', 'police', 'horse racing', 'short stories', 'classic literature', 'literary fiction', 'classics', 'mystery', 'thriller', 'crime', 'history']"
the unfortunate tobacconist & other mysteries (sherlock holmes 1-6),not a book,3.5,9780743533959,eng,0,12,1,10/1/2003,Simon & Schuster Audio,[]
personal finance for dummies,eric tyson,3.77,9780470038321,en-GB,458,114,15,10/1/2006,For Dummies,['personal finance']
personal finance for dummies,eric tyson/rich tennant,3.77,9780764525902,eng,454,925,92,8/1/2003,John Wiley & Sons,['personal finance']
catching alice,clare naylor,3.38,9780449005576,en-US,328,948,27,10/31/2000,Ballantine Books,['fiction']
the dream giver,bruce h. wilkinson/david kopp/heather harpham kopp,4.26,9781590522011,eng,157,5044,316,9/3/2003,Multnomah Books,"['christianity', 'religion']"
the giver (the giver  #1),lois lowry,4.13,9780385732550,eng,208,1585589,56604,1/24/2006,Ember,"['fiction', 'science fiction', 'literature', 'graphic novels']"
the wish giver: three tales of coven tree,bill brittain/andrew glass,3.83,9780064401685,eng,192,2201,218,4/2/2019,HarperCollins,"['fiction', 'magic']"
indian givers: how the indians of the americas transformed the world,jack weatherford,4.11,9780449904961,eng,288,1760,135,11/29/1989,Ballantine Books,"['history', 'literary criticism', 'nonfiction', 'sociology']"
the last life,claire messud,3.56,9780156011655,eng,400,1426,201,9/28/2000,Mariner Books,['fiction']
the hunters,claire messud,3.42,9780330488150,eng,200,406,64,5/18/2003,Picador,"['death', 'fiction']"
when the world was steady,claire messud,3.17,9780964561106,eng,270,481,58,9/1/1995,Granta,['fiction']
the sea,john banville,3.51,9781400097029,eng,195,19308,1803,8/15/2006,Vintage,"['death', 'fiction', 'law']"
the book of evidence (the freddie montgomery trilogy #1),john banville,3.71,9780375725234,eng,220,3202,278,6/12/2001,Vintage,['fiction']
athena (the freddie montgomery trilogy #3),john banville,3.66,9780679736851,eng,240,387,29,5/28/1996,Vintage,['fiction']
doctor copernicus  (the revolutions trilogy #1),john banville,3.65,9780679737995,eng,242,583,60,10/12/1993,Vintage,['fiction']
shroud (the cleave trilogy #2),john banville,3.66,9780375725302,eng,257,974,81,6/8/2004,Vintage,['fiction']
ghosts,john banville,3.61,9780330371858,eng,244,33,3,12/17/1998,Picador,"['ghost stories', 'survival', 'fiction']"
on beauty,zadie smith,3.73,9780143037743,eng,445,53736,3657,8/29/2006,Penguin Books,"['fiction', 'literature', 'marriage', 'family']"
a great and terrible beauty (gemma doyle #1),libba bray,3.79,9780689875342,eng,403,189652,8207,12/9/2003,Simon and Schuster,[]
the black book of hollywood beauty secrets,kym douglas/cindy pearlman,3.37,9780452287655,en-US,224,130,16,12/1/2006,Plume Books,[]
black beauty,anna sewell,3.96,9780439228909,eng,245,208684,3358,3/1/2003,Scholastic Paperbacks,"['horses', 'fiction', 'folklore']"
truth and beauty,ann patchett,3.94,9780060572150,eng,257,31134,2662,4/5/2005,Harper Perennial,"['united states', 'nonfiction', 'biography', 'health']"
the life of graham greene  vol. 1: 1904-1939,norman sherry,4.11,9780142004203,en-US,816,170,21,9/7/2004,Penguin Books,[]
complete short stories,graham greene/pico iyer,4.17,9780143039105,eng,594,1122,69,2/1/2005,Penguin Classics,['fiction']
the power and the glory,graham greene/john updike,4.0,9780142437308,eng,222,25490,1585,2/25/2003,Penguin Books,"['fiction', 'classics', 'historical fiction']"
the heart of the matter,graham greene,3.99,9780099478423,eng,272,21842,891,10/7/2004,Vintage Classics,[]
orient express,graham greene/christopher hitchens,3.46,9780142437919,eng,197,2064,220,8/31/2004,Penguin Classics,['fiction']
journey without maps,graham greene/paul theroux,3.6,9780143039723,eng,272,1139,70,6/27/2006,Penguin Classics,['travel']
the quiet american,graham greene/robert  stone,3.97,9780143039020,eng,180,37620,2298,8/31/2004,Penguin Classics Deluxe Editions,"['fiction', 'literature']"
collected short stories,graham greene,3.98,9780140186123,eng,368,295,22,4/1/1993,Penguin Books,['fiction']
the third man & the fallen idol,graham greene,3.77,9780140185331,eng,157,1322,109,7/1/1992,Penguin Books Ltd,['fiction']
the tenth man,graham greene,3.73,9780671019099,eng,160,2910,220,2/1/1998,Washington Square Press,['fiction']
the autograph man,zadie smith,3.16,9780375703874,eng,347,9541,576,6/17/2003,Vintage,"['fiction', 'literature']"
white teeth,zadie smith,3.77,9780375703867,eng,448,102370,5677,6/12/2001,Vintage,"['fiction', 'literature', 'roman']"
stranger than fiction,chuck palahniuk,3.57,9780385722223,eng,233,18210,629,5/10/2005,Anchor,"['literary criticism', 'nonfiction', 'history']"
great short works of herman melville,herman melville/warner berthoff,4.04,9780060586546,eng,512,424,13,3/2/2004,Harper Perennial Modern Classics,"['classic literature', 'fiction', 'literature', 'psychology', 'classics', 'historical fiction', 'short stories']"
selected poems of herman melville,herman melville/robert penn warren,3.77,9781567922691,eng,512,12,3,9/10/2004,David R. Godine Publisher,[]
redburn / white-jacket / moby-dick,herman melville/g. thomas tanselle,4.2,9780940450097,eng,1436,1031,72,4/15/1983,Library of America,['literature']
pierre / israel potter / the piazza tales / the confidence-man / uncollected prose / billy budd,herman melville/harrison hayford,4.18,9780940450240,eng,1478,348,16,4/1/1985,Library of America,"['literature', 'classics', 'classic literature', 'fiction', 'historical fiction', 'psychology']"
redburn,herman melville/harold beaver,3.62,9780140431056,eng,448,545,53,8/26/1976,Penguin Classics,"['fiction', 'classic literature']"
typee / omoo / mardi,herman melville/g. thomas tanselle,3.55,9780940450004,eng,1333,644,26,5/6/1982,Library of America,['fiction']
harriet spies again (harriet the spy adventures  #1),helen ericson,3.84,9780440416883,eng,256,1360,52,8/26/2003,Yearling,"['family', 'fiction']"
harriet the spy  double agent (harriet the spy adventures),maya gold,3.8,9780385327879,eng,160,1,0,9/13/2005,Delacorte Books for Young Readers,"['fiction', 'christmas']"
moonraker (james bond  #3),ian fleming,3.74,9780142002063,eng,247,15204,780,12/31/2002,Penguin Books,"['fiction', 'espionage', 'thriller']"
moonraker's bride,madeleine brent,4.31,9780449235942,eng,319,55,13,6/12/1978,Fawcett,"['fiction', 'history']"
dr no / moonraker / thunderball / from russia with love / on her majesty's secret service / goldfinger,ian fleming,3.98,9780862731588,eng,862,0,0,1/1/1984,Heinemann-Octopus,['fiction']
